Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Placed,Branch_Agricultural Engineering,Branch_Applied Electronics and Instrumentation,Branch_Automobile Engineering,Branch_Civil Engineering,Branch_Computer Science Engineering,Branch_Electrical Engineering,Branch_Electrical and Electronics Engineering,Branch_Electronics and Communications Engineering,Branch_Electronics and Instrumentation Engineering,Branch_Information Technology,Branch_Instrumentation and Control Engineering,Branch_MCA,Branch_Mechanical Engineering,Degree_B. Tech.,Degree_BE,Degree_M. Tech.,Degree_MCA
25,30,15,30,53,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33,20,33,47,20,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42,47,13,67,35,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,53,27,33,30,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,20,47,47,25,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,33,13,20,45,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,73,60,67,70,33,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42,27,53,47,40,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,33,60,40,55,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,67,20,53,40,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27,13,20,47,30,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
70,80,65,65,40,60,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,33,40,47,35,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67,73,60,67,70,33,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,53,27,60,25,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,55,45,23,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,60,53,47,45,80,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,55,35,70,43,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,67,40,73,45,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
63,55,50,85,23,40,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,55,45,50,33,53,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,60,35,45,47,33,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,47,27,40,35,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,40,40,73,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,60,13,53,35,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,67,73,73,60,73,96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,40,7,60,20,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,60,60,60,35,40,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,65,85,50,33,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,40,40,53,45,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,13,33,13,10,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,85,40,60,27,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
44,33,47,53,30,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,33,40,73,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,67,33,60,45,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,73,33,80,30,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,45,45,60,67,80,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,67,47,53,35,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
56,60,47,60,45,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,33,53,60,45,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,67,33,47,45,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,53,33,67,35,60,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,47,67,33,40,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
69,87,67,53,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,33,47,40,40,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,5,55,35,27,47,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,60,27,53,50,33,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,40,40,40,25,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,67,27,53,35,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,80,47,73,35,40,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,47,27,53,50,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,67,33,73,40,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,53,20,53,60,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,40,53,33,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,60,53,60,45,33,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,47,40,53,45,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,60,53,67,35,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,20,13,33,25,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42,27,60,40,15,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,53,20,87,30,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,80,47,53,65,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48,55,25,65,33,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,50,60,65,30,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,40,53,40,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,60,67,53,45,53,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,60,50,75,73,47,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,87,0,73,20,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,53,33,73,25,40,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,65,70,50,47,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,65,30,55,27,67,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,67,33,47,30,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,67,53,53,45,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,70,60,70,30,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,53,60,13,40,47,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,40,7,20,20,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,27,13,0,15,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,67,73,13,30,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
70,75,65,70,20,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,67,27,47,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
53,50,50,60,13,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,70,15,55,53,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,60,27,53,50,33,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
67,80,53,67,35,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,55,40,60,27,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,73,67,53,35,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62,73,53,60,40,67,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,33,40,33,35,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,50,30,65,33,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,47,47,73,35,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,67,47,53,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,60,73,80,60,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,50,60,55,27,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27,33,13,33,35,53,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,30,40,45,10,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,67,20,67,65,53,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,60,27,60,30,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,67,60,53,70,33,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,60,67,53,45,53,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
69,73,73,60,70,60,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,40,67,65,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,47,47,47,65,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,67,47,53,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,73,47,73,50,53,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,53,33,40,20,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,80,53,67,50,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55,55,40,70,30,33,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,73,53,80,45,60,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,55,30,80,20,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,80,55,65,53,53,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,40,47,60,25,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
67,53,87,60,45,53,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,27,33,67,40,40,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,60,40,47,50,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50,65,35,50,43,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,73,40,33,25,13,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,73,53,73,60,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,33,67,15,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,93,33,67,25,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,53,33,67,25,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,33,33,73,40,53,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,7,0,0,20,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,65,60,60,50,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,40,47,20,15,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,73,40,60,25,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,60,73,73,75,67,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,33,40,47,55,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42,40,33,53,35,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
62,55,60,70,47,40,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30,25,45,20,40,33,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,40,33,33,25,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,47,47,67,45,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,60,40,80,40,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,50,45,55,30,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,50,20,65,30,40,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,60,47,67,40,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,67,53,60,15,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,27,27,73,30,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,33,67,40,60,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,80,33,60,35,40,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,55,35,65,37,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,50,35,60,33,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33,40,27,33,40,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,33,67,53,30,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,80,30,75,43,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
72,75,60,80,47,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,60,53,60,45,33,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,50,30,75,37,53,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,7,33,67,40,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,73,60,73,60,40,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,53,33,67,35,60,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,20,20,53,25,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,53,67,60,50,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,67,67,60,30,67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,67,33,53,40,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,55,50,75,40,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,60,33,60,60,53,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32,25,50,20,37,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,47,47,40,40,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,40,33,73,10,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,73,40,33,25,13,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,33,7,53,45,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,70,30,80,33,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
65,70,45,80,37,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,33,53,33,50,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,60,47,47,40,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,55,45,55,50,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43,55,30,45,40,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52,70,35,50,47,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,55,35,80,40,60,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,55,45,50,50,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,27,27,33,20,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,40,47,53,30,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,60,20,67,45,40,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47,33,53,53,25,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,50,75,60,53,33,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,33,40,53,40,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,60,20,27,35,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,65,40,55,37,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
57,70,45,55,53,53,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,47,47,47,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,40,47,60,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33,50,15,35,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50,65,25,60,37,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,47,60,30,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,67,47,60,55,47,92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
82,80,93,73,55,80,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,40,40,55,33,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,60,33,60,20,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,67,53,67,55,67,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,50,20,50,37,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,40,67,65,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,67,47,67,50,40,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,40,33,47,20,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64,67,60,67,60,27,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,33,47,47,35,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,33,60,40,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,53,20,60,35,13,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,80,47,67,45,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,40,67,40,50,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,60,33,67,40,60,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,40,53,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,40,87,20,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,47,33,53,30,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,53,47,67,35,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,73,67,53,15,20,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,55,40,60,30,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,60,55,50,30,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,20,27,73,25,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,40,53,30,53,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,60,60,93,30,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,30,55,45,33,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,67,73,93,40,60,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,33,13,40,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,27,47,40,30,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,80,47,80,60,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65,70,60,65,33,53,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,73,20,67,35,53,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,50,50,70,30,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,67,60,73,30,33,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
52,60,40,55,47,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,27,20,60,40,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
48,55,30,60,47,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,40,73,60,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67,60,65,75,47,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28,25,5,55,33,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,80,27,67,55,80,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,53,20,33,70,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,87,53,60,60,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
58,67,27,80,20,27,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,27,47,40,50,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,60,40,47,30,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,80,47,47,50,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,47,40,53,35,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,33,27,27,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,27,13,27,25,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,67,53,53,45,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,47,47,35,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,40,20,53,30,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,67,80,87,80,60,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,53,53,25,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,67,33,53,40,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,40,53,80,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,40,47,20,45,40,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,50,30,55,27,27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,67,40,60,55,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,47,53,35,27,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,80,33,27,35,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38,60,0,53,35,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,60,60,60,35,40,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,67,27,67,55,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,40,40,40,40,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,75,25,50,40,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,50,20,55,23,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,33,47,35,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,35,50,40,43,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,73,40,53,65,93,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,47,67,40,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,40,60,60,63,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,55,65,65,43,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,65,40,60,37,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,40,20,15,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,75,30,75,40,60,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,50,35,70,23,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,67,27,33,35,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,70,65,70,40,60,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,33,67,80,55,27,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,80,53,60,40,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,50,15,50,47,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,50,40,45,30,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,67,40,67,60,73,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,60,60,65,27,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,65,15,55,33,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49,47,47,53,10,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,33,67,35,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
