Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Placed,Branch_Agricultural Engineering,Branch_Applied Electronics and Instrumentation,Branch_Automobile Engineering,Branch_Civil Engineering,Branch_Computer Science Engineering,Branch_Electrical Engineering,Branch_Electrical and Electronics Engineering,Branch_Electronics and Communications Engineering,Branch_Electronics and Instrumentation Engineering,Branch_Information Technology,Branch_Instrumentation and Control Engineering,Branch_MCA,Branch_Mechanical Engineering,Degree_B. Tech.,Degree_BE,Degree_M. Tech.,Degree_MCA
67,80,47,73,35,40,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,33,33,47,65,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,47,27,47,35,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,53,87,60,45,53,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,40,47,33,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
57,45,55,70,43,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,80,47,60,60,33,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
69,67,93,47,65,40,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,73,67,53,75,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
78,60,80,93,60,60,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,60,73,47,40,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,67,47,33,30,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,87,20,73,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,47,53,47,40,47,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,80,27,67,25,53,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,53,27,33,10,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,47,47,73,35,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,73,67,47,40,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,47,47,80,55,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67,65,60,75,57,60,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,50,20,75,23,67,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,67,53,27,40,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
76,73,87,67,65,67,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,40,13,47,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,47,47,40,25,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
57,60,45,65,23,47,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,27,53,47,20,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,40,47,27,25,40,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,60,60,53,50,20,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,67,73,60,35,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,47,33,33,25,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,65,45,50,27,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,67,47,67,50,40,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,40,40,67,20,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,40,53,80,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
64,87,40,67,30,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33,33,33,33,25,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
76,73,73,80,50,40,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,60,53,87,35,33,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48,60,30,55,23,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,87,47,60,55,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,60,67,60,50,53,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,73,27,53,40,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,73,33,53,35,60,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
78,67,87,80,50,60,97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
67,73,60,67,35,40,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,55,40,55,23,60,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42,50,25,50,30,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,27,47,33,35,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,67,53,60,45,60,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,47,33,67,60,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,47,13,27,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,75,45,90,43,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52,65,30,60,27,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,33,60,25,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,40,30,35,33,33,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,53,53,35,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
64,60,87,47,65,47,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,33,13,60,20,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,47,40,47,50,60,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,47,27,40,40,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56,60,47,60,25,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,53,40,47,55,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,60,40,60,25,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,60,60,60,35,47,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
60,80,60,40,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,60,53,60,55,40,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
64,87,27,80,40,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,67,33,47,45,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,67,33,47,45,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56,60,40,67,30,53,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,60,53,87,35,33,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47,60,47,33,40,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32,25,5,65,33,27,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,67,33,47,30,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,60,40,67,45,47,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,50,50,60,53,40,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,60,40,27,35,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,47,27,53,45,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,67,40,47,30,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,13,40,67,50,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,70,30,55,33,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,73,67,53,15,20,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,53,33,53,55,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,40,33,60,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,60,33,53,40,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,53,20,47,40,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,60,20,20,40,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,60,60,65,30,47,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,60,47,73,70,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,80,53,53,45,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,67,33,60,30,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,27,53,30,47,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,73,40,33,70,27,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,67,40,67,75,47,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,60,27,47,20,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,33,40,73,45,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,47,33,53,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,53,13,40,50,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,45,50,45,47,33,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,70,20,60,37,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,93,27,73,65,53,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,33,47,60,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,20,47,40,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,67,33,60,55,33,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,40,27,47,35,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37,50,20,40,37,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
69,67,73,67,50,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,73,40,60,30,53,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,67,53,60,15,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,53,27,60,25,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
76,73,67,87,55,67,84,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,65,65,45,37,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,47,80,67,35,60,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,73,20,20,15,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,73,20,40,65,60,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,50,50,50,40,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78,80,73,80,55,67,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,33,27,60,45,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,47,27,67,60,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,55,60,50,53,60,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,47,60,33,30,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,40,27,53,40,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,30,25,35,30,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,40,0,27,5,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,80,33,87,35,53,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,73,40,80,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,67,20,40,40,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,65,25,45,43,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,47,47,67,45,40,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,55,50,75,37,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,40,27,40,20,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,60,13,60,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,30,0,60,23,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
44,40,47,47,15,20,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,87,40,67,30,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56,47,47,73,35,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,40,40,40,50,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,13,60,80,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,47,47,53,35,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,73,60,80,50,67,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
70,65,70,75,37,53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
49,47,33,67,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,40,60,25,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
62,65,50,70,33,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,60,53,27,50,53,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71,67,80,67,45,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,40,40,33,35,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,33,67,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,53,20,53,45,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33,30,25,45,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,33,53,60,45,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,60,53,27,45,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,60,55,45,27,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,67,0,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,27,40,60,45,53,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,47,53,47,40,13,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,60,20,33,35,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,67,47,73,35,47,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,67,20,67,35,13,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,60,27,53,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43,50,35,45,47,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,73,33,80,40,67,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
55,50,50,65,30,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,27,33,13,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,55,15,45,43,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,47,20,40,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,47,33,67,35,33,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,40,67,45,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,47,33,53,50,47,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
64,73,53,67,80,47,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
67,75,35,90,43,47,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,53,40,35,47,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
44,53,27,53,55,40,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,10,25,20,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,73,53,60,40,67,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,35,35,45,33,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,80,53,67,50,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,73,20,33,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,47,47,73,30,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,0,20,0,15,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,73,67,73,70,67,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,67,27,20,35,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,67,33,73,30,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,73,33,80,30,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,55,35,60,37,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,67,0,67,30,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52,55,55,45,43,47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
69,73,60,73,60,40,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33,33,20,47,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,60,60,93,30,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,60,20,70,17,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,60,60,47,55,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
40,60,13,47,20,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,73,40,60,35,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
44,53,20,60,25,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,27,0,60,25,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
62,73,47,67,30,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,60,13,60,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,50,25,50,27,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,65,50,60,33,33,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,33,60,87,50,40,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,33,60,25,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
57,55,45,70,43,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33,40,20,40,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,40,13,40,15,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,55,50,30,43,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,50,95,40,60,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,60,27,53,65,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,35,40,65,27,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,53,53,47,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
51,60,27,67,45,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80,67,93,80,55,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,80,73,80,55,67,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,60,87,47,65,47,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,60,50,40,47,60,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,53,0,40,30,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,40,73,53,30,33,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,47,33,60,30,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,40,20,60,23,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,60,33,67,35,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,65,35,40,23,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,70,35,85,70,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,80,40,60,30,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,67,40,47,50,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,33,13,40,25,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,87,53,53,40,33,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,67,73,60,35,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,85,45,50,37,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,67,40,53,45,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,73,60,60,25,40,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,47,33,33,20,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,40,40,73,30,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,73,47,53,30,40,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,60,53,40,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67,87,53,60,60,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
42,35,20,70,33,33,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,53,33,27,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
38,47,13,53,40,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,40,47,73,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67,60,55,85,40,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,67,20,67,35,13,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
67,60,67,73,50,53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,73,73,87,45,53,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,27,20,27,15,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,50,35,65,20,67,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,60,40,53,30,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
38,40,20,53,30,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,73,40,60,20,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,33,20,53,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,73,40,67,60,60,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,53,47,60,50,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,67,33,27,35,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29,20,27,40,45,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16,40,0,7,15,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
72,90,65,60,70,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,80,60,73,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,60,27,53,25,33,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,67,13,20,25,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,20,33,53,10,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,67,53,73,45,53,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,60,27,60,20,53,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,67,93,80,55,47,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,73,40,27,60,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,70,35,45,50,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,47,53,67,60,40,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,73,27,47,45,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,70,45,55,30,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,60,60,53,45,53,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62,60,80,47,35,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,53,33,27,35,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58,53,53,67,25,53,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,60,25,65,13,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
